'Elapsed time','MLII','V5'
'0:47.340',4.645,4.745
'0:47.344',4.655,4.755
'0:47.348',4.660,4.755
'0:47.352',4.660,4.735
'0:47.356',4.645,4.735
'0:47.360',4.660,4.745
'0:47.364',4.660,4.750
'0:47.368',4.655,4.725
'0:47.372',4.645,4.735
'0:47.376',4.655,4.745
'0:47.380',4.665,4.740
'0:47.384',4.660,4.730
'0:47.388',4.660,4.725
'0:47.392',4.660,4.730
'0:47.396',4.665,4.725
'0:47.400',4.670,4.720
'0:47.404',4.645,4.690
'0:47.408',4.650,4.700
'0:47.412',4.670,4.700
'0:47.416',4.670,4.685
'0:47.420',4.665,4.675
'0:47.424',4.650,4.680
'0:47.428',4.665,4.670
'0:47.432',4.670,4.665
'0:47.436',4.660,4.655
'0:47.440',4.655,4.645
'0:47.444',4.660,4.660
'0:47.448',4.670,4.660
'0:47.452',4.660,4.640
'0:47.456',4.655,4.645
'0:47.460',4.660,4.670
'0:47.464',4.680,4.680
'0:47.468',4.665,4.670
'0:47.472',4.665,4.680
'0:47.476',4.685,4.700
'0:47.480',4.695,4.710
'0:47.484',4.700,4.720
'0:47.488',4.705,4.730
'0:47.492',4.725,4.765
'0:47.496',4.740,4.765
'0:47.500',4.750,4.765
'0:47.504',4.745,4.760
'0:47.508',4.755,4.775
'0:47.512',4.770,4.795
'0:47.516',4.775,4.780
'0:47.520',4.770,4.780
'0:47.524',4.770,4.800
'0:47.528',4.795,4.815
'0:47.532',4.790,4.810
'0:47.536',4.790,4.800
'0:47.540',4.785,4.805
'0:47.544',4.800,4.820
'0:47.548',4.810,4.825
'0:47.552',4.800,4.810
'0:47.556',4.790,4.800
'0:47.560',4.805,4.815
'0:47.564',4.805,4.820
'0:47.568',4.805,4.805
'0:47.572',4.790,4.800
'0:47.576',4.795,4.810
'0:47.580',4.805,4.815
'0:47.584',4.805,4.800
'0:47.588',4.795,4.810
'0:47.592',4.790,4.820
'0:47.596',4.800,4.820
'0:47.600',4.805,4.815
'0:47.604',4.790,4.790
'0:47.608',4.785,4.795
'0:47.612',4.800,4.815
'0:47.616',4.795,4.810
'0:47.620',4.780,4.785
'0:47.624',4.780,4.790
'0:47.628',4.785,4.810
'0:47.632',4.785,4.795
'0:47.636',4.770,4.790
'0:47.640',4.765,4.790
'0:47.644',4.775,4.795
'0:47.648',4.780,4.790
'0:47.652',4.775,4.785
'0:47.656',4.760,4.780
'0:47.660',4.770,4.780
'0:47.664',4.770,4.785
'0:47.668',4.765,4.780
'0:47.672',4.760,4.770
'0:47.676',4.770,4.780
'0:47.680',4.775,4.785
'0:47.684',4.770,4.775
'0:47.688',4.755,4.780
'0:47.692',4.765,4.785
'0:47.696',4.775,4.785
'0:47.700',4.765,4.780
'0:47.704',4.760,4.765
'0:47.708',4.755,4.790
'0:47.712',4.765,4.795
'0:47.716',4.765,4.795
'0:47.720',4.765,4.775
'0:47.724',4.760,4.785
'0:47.728',4.770,4.795
'0:47.732',4.775,4.800
'0:47.736',4.765,4.795
'0:47.740',4.755,4.795
'0:47.744',4.775,4.810
'0:47.748',4.780,4.810
'0:47.752',4.775,4.795
'0:47.756',4.770,4.800
'0:47.760',4.775,4.810
'0:47.764',4.775,4.815
'0:47.768',4.780,4.785
'0:47.772',4.780,4.785
'0:47.776',4.805,4.805
'0:47.780',4.820,4.815
'0:47.784',4.825,4.810
'0:47.788',4.835,4.795
'0:47.792',4.850,4.810
'0:47.796',4.850,4.815
'0:47.800',4.850,4.825
'0:47.804',4.845,4.815
'0:47.808',4.870,4.830
'0:47.812',4.900,4.845
'0:47.816',4.900,4.840
'0:47.820',4.880,4.830
'0:47.824',4.890,4.840
'0:47.828',4.895,4.840
'0:47.832',4.875,4.845
'0:47.836',4.865,4.845
'0:47.840',4.865,4.855
'0:47.844',4.865,4.865
'0:47.848',4.880,4.875
'0:47.852',4.875,4.870
'0:47.856',4.870,4.880
'0:47.860',4.890,4.885
'0:47.864',4.915,4.880
'0:47.868',4.920,4.850
'0:47.872',4.875,4.845
'0:47.876',4.840,4.850
'0:47.880',4.845,4.855
'0:47.884',4.830,4.840
'0:47.888',4.800,4.835
'0:47.892',4.780,4.840
'0:47.896',4.775,4.840
'0:47.900',4.775,4.835
'0:47.904',4.770,4.815
'0:47.908',4.760,4.815
'0:47.912',4.775,4.840
'0:47.916',4.765,4.825
'0:47.920',4.755,4.810
'0:47.924',4.750,4.810
'0:47.928',4.760,4.830
'0:47.932',4.745,4.825
'0:47.936',4.745,4.805
'0:47.940',4.730,4.800
'0:47.944',4.745,4.815
'0:47.948',4.745,4.820
'0:47.952',4.750,4.810
'0:47.956',4.740,4.795
'0:47.960',4.740,4.790
'0:47.964',4.730,4.760
'0:47.968',4.680,4.720
'0:47.972',4.625,4.690
'0:47.976',4.620,4.720
'0:47.980',4.570,4.815
'0:47.984',4.550,4.925
'0:47.988',4.645,5.030
'0:47.992',4.805,5.145
'0:47.996',5.005,5.275
'0:48.000',5.085,5.325
'0:48.004',5.620,5.470
'0:48.008',5.855,5.420
'0:48.012',5.910,5.105
'0:48.016',5.685,4.790
'0:48.020',5.205,4.690
'0:48.024',4.770,4.730
'0:48.028',4.575,4.760
'0:48.032',4.565,4.775
'0:48.036',4.595,4.770
'0:48.040',4.650,4.785
'0:48.044',4.700,4.780
'0:48.048',4.705,4.785
'0:48.052',4.695,4.765
'0:48.056',4.700,4.770
'0:48.060',4.705,4.785
'0:48.064',4.710,4.785
'0:48.068',4.695,4.765
'0:48.072',4.690,4.770
'0:48.076',4.685,4.775
'0:48.080',4.695,4.785
'0:48.084',4.695,4.775
'0:48.088',4.690,4.770
'0:48.092',4.700,4.790
'0:48.096',4.705,4.780
'0:48.100',4.705,4.785
'0:48.104',4.690,4.760
'0:48.108',4.690,4.775
'0:48.112',4.700,4.795
'0:48.116',4.700,4.790
'0:48.120',4.685,4.760
'0:48.124',4.700,4.780
'0:48.128',4.715,4.785
'0:48.132',4.705,4.785
'0:48.136',4.695,4.775
'0:48.140',4.690,4.775
'0:48.144',4.705,4.790
'0:48.148',4.710,4.785
'0:48.152',4.700,4.770
'0:48.156',4.695,4.780
'0:48.160',4.705,4.790
'0:48.164',4.720,4.790
'0:48.168',4.705,4.775
'0:48.172',4.700,4.770
'0:48.176',4.710,4.780
'0:48.180',4.710,4.785
'0:48.184',4.705,4.770
'0:48.188',4.710,4.765
'0:48.192',4.700,4.775
'0:48.196',4.720,4.780
'0:48.200',4.725,4.770
'0:48.204',4.720,4.755
'0:48.208',4.710,4.775
'0:48.212',4.740,4.775
'0:48.216',4.725,4.770
'0:48.220',4.715,4.755
'0:48.224',4.710,4.760
'0:48.228',4.720,4.765
'0:48.232',4.730,4.750
'0:48.236',4.720,4.740
'0:48.240',4.705,4.745
'0:48.244',4.725,4.745
'0:48.248',4.735,4.740
'0:48.252',4.725,4.710
'0:48.256',4.710,4.710
'0:48.260',4.730,4.720
'0:48.264',4.725,4.710
'0:48.268',4.720,4.705
'0:48.272',4.720,4.695
'0:48.276',4.720,4.700
'0:48.280',4.730,4.705
'0:48.284',4.725,4.700
'0:48.288',4.710,4.690
'0:48.292',4.715,4.695
'0:48.296',4.730,4.710
'0:48.300',4.735,4.705
'0:48.304',4.705,4.695
'0:48.308',4.720,4.725
'0:48.312',4.730,4.740
'0:48.316',4.745,4.755
'0:48.320',4.755,4.755
'0:48.324',4.755,4.785
'0:48.328',4.790,4.815
'0:48.332',4.800,4.815
'0:48.336',4.795,4.815
'0:48.340',4.805,4.815
'0:48.344',4.815,4.825
'0:48.348',4.830,4.840
'0:48.352',4.830,4.830
'0:48.356',4.820,4.840
'0:48.360',4.840,4.845
'0:48.364',4.850,4.840
'0:48.368',4.835,4.835
'0:48.372',4.820,4.835
'0:48.376',4.830,4.845
'0:48.380',4.840,4.855
'0:48.384',4.840,4.850
'0:48.388',4.830,4.840
'0:48.392',4.840,4.860
'0:48.396',4.845,4.855
'0:48.400',4.845,4.850
'0:48.404',4.825,4.835
'0:48.408',4.835,4.850
'0:48.412',4.845,4.865
'0:48.416',4.845,4.850
'0:48.420',4.835,4.840
'0:48.424',4.825,4.845
'0:48.428',4.845,4.860
'0:48.432',4.840,4.845
'0:48.436',4.825,4.840
'0:48.440',4.815,4.840
'0:48.444',4.830,4.845
'0:48.448',4.830,4.840
'0:48.452',4.815,4.825
'0:48.456',4.815,4.830
'0:48.460',4.820,4.840
'0:48.464',4.830,4.830
'0:48.468',4.820,4.820
'0:48.472',4.810,4.820
'0:48.476',4.820,4.825
'0:48.480',4.815,4.840
'0:48.484',4.820,4.830
'0:48.488',4.805,4.815
'0:48.492',4.800,4.825
'0:48.496',4.810,4.835
'0:48.500',4.805,4.830
'0:48.504',4.795,4.820
'0:48.508',4.790,4.830
'0:48.512',4.805,4.830
'0:48.516',4.795,4.820
'0:48.520',4.785,4.815
'0:48.524',4.785,4.820
'0:48.528',4.800,4.840
'0:48.532',4.800,4.835
'0:48.536',4.800,4.825
'0:48.540',4.790,4.820
'0:48.544',4.795,4.835
'0:48.548',4.800,4.845
'0:48.552',4.785,4.835
'0:48.556',4.780,4.840
'0:48.560',4.790,4.845
'0:48.564',4.800,4.840
'0:48.568',4.795,4.835
'0:48.572',4.785,4.830
'0:48.576',4.805,4.845
'0:48.580',4.810,4.855
'0:48.584',4.825,4.835
'0:48.588',4.810,4.835
'0:48.592',4.800,4.835
'0:48.596',4.805,4.855
'0:48.600',4.815,4.865
'0:48.604',4.815,4.845
'0:48.608',4.810,4.850
'0:48.612',4.820,4.855
'0:48.616',4.830,4.850
'0:48.620',4.820,4.825
'0:48.624',4.825,4.845
'0:48.628',4.845,4.845
'0:48.632',4.855,4.845
'0:48.636',4.860,4.840
'0:48.640',4.860,4.835
'0:48.644',4.885,4.845
'0:48.648',4.890,4.855
'0:48.652',4.890,4.850
'0:48.656',4.890,4.870
'0:48.660',4.915,4.885
'0:48.664',4.940,4.890
'0:48.668',4.935,4.880
'0:48.672',4.925,4.870
'0:48.676',4.930,4.895
'0:48.680',4.925,4.900
'0:48.684',4.925,4.895
'0:48.688',4.915,4.910
'0:48.692',4.920,4.925
'0:48.696',4.940,4.930
'0:48.700',4.960,4.920
'0:48.704',4.940,4.890
'0:48.708',4.895,4.890
'0:48.712',4.875,4.890
'0:48.716',4.860,4.875
'0:48.720',4.830,4.865
'0:48.724',4.805,4.865
'0:48.728',4.800,4.875
'0:48.732',4.805,4.870
'0:48.736',4.795,4.855
'0:48.740',4.785,4.865
'0:48.744',4.795,4.875
'0:48.748',4.790,4.870
'0:48.752',4.795,4.850
'0:48.756',4.775,4.860
'0:48.760',4.785,4.865
'0:48.764',4.800,4.870
'0:48.768',4.790,4.865
'0:48.772',4.785,4.855
'0:48.776',4.775,4.865
'0:48.780',4.780,4.860
'0:48.784',4.770,4.860
'0:48.788',4.760,4.830
'0:48.792',4.740,4.820
'0:48.796',4.720,4.780
'0:48.800',4.705,4.765
'0:48.804',4.630,4.730
'0:48.808',4.565,4.830
'0:48.812',4.565,4.960
'0:48.816',4.655,5.050
'0:48.820',4.790,5.105
'0:48.824',4.915,5.205
'0:48.828',5.110,5.300
'0:48.832',5.405,5.390
'0:48.836',5.695,5.490
'0:48.840',5.865,5.535
'0:48.844',5.980,5.400
'0:48.848',5.940,5.040
'0:48.852',5.595,4.775
'0:48.856',5.085,4.755
'0:48.860',4.720,4.800
'0:48.864',4.595,4.820
'0:48.868',4.625,4.820
'0:48.872',4.675,4.815
'0:48.876',4.710,4.820
'0:48.880',4.715,4.825
'0:48.884',4.725,4.820
'0:48.888',4.720,4.805
'0:48.892',4.720,4.815
'0:48.896',4.735,4.835
'0:48.900',4.730,4.830
'0:48.904',4.715,4.815
'0:48.908',4.715,4.825
'0:48.912',4.720,4.835
'0:48.916',4.725,4.815
'0:48.920',4.720,4.805
'0:48.924',4.710,4.810
'0:48.928',4.720,4.840
'0:48.932',4.725,4.820
'0:48.936',4.715,4.810
'0:48.940',4.705,4.805
'0:48.944',4.715,4.830
'0:48.948',4.725,4.820
'0:48.952',4.710,4.820
'0:48.956',4.715,4.825
'0:48.960',4.730,4.835
'0:48.964',4.730,4.825
'0:48.968',4.715,4.805
'0:48.972',4.710,4.810
'0:48.976',4.705,4.825
'0:48.980',4.710,4.830
'0:48.984',4.710,4.815
'0:48.988',4.700,4.810
'0:48.992',4.710,4.830
'0:48.996',4.715,4.840
'0:49.000',4.720,4.835
'0:49.004',4.710,4.815
'0:49.008',4.710,4.825
'0:49.012',4.725,4.830
'0:49.016',4.730,4.820
'0:49.020',4.720,4.805
'0:49.024',4.705,4.810
'0:49.028',4.715,4.820
'0:49.032',4.725,4.810
'0:49.036',4.725,4.790
'0:49.040',4.710,4.790
'0:49.044',4.725,4.800
'0:49.048',4.740,4.785
'0:49.052',4.730,4.780
'0:49.056',4.720,4.765
'0:49.060',4.715,4.770
'0:49.064',4.730,4.760
'0:49.068',4.725,4.760
'0:49.072',4.710,4.750
'0:49.076',4.715,4.750
'0:49.080',4.730,4.750
'0:49.084',4.730,4.715
'0:49.088',4.715,4.705
'0:49.092',4.715,4.725
'0:49.096',4.725,4.740
'0:49.100',4.735,4.740
'0:49.104',4.720,4.720
'0:49.108',4.715,4.745
'0:49.112',4.735,4.760
'0:49.116',4.745,4.760
'0:49.120',4.735,4.775
'0:49.124',4.750,4.785
'0:49.128',4.770,4.820
'0:49.132',4.775,4.820
'0:49.136',4.780,4.820
'0:49.140',4.785,4.835
'0:49.144',4.805,4.860
'0:49.148',4.815,4.855
'0:49.152',4.825,4.860
'0:49.156',4.820,4.860
'0:49.160',4.835,4.875
'0:49.164',4.855,4.880
'0:49.168',4.830,4.885
'0:49.172',4.835,4.870
'0:49.176',4.840,4.880
'0:49.180',4.850,4.880
'0:49.184',4.845,4.870
'0:49.188',4.820,4.875
'0:49.192',4.835,4.875
'0:49.196',4.850,4.895
'0:49.200',4.860,4.885
'0:49.204',4.825,4.870
'0:49.208',4.825,4.870
'0:49.212',4.835,4.880
'0:49.216',4.835,4.880
'0:49.220',4.815,4.875
'0:49.224',4.825,4.875
'0:49.228',4.835,4.885
'0:49.232',4.845,4.880
'0:49.236',4.840,4.870
'0:49.240',4.825,4.865
'0:49.244',4.825,4.885
'0:49.248',4.840,4.875
'0:49.252',4.835,4.855
'0:49.256',4.825,4.855
'0:49.260',4.830,4.875
'0:49.264',4.830,4.855
'0:49.268',4.830,4.850
'0:49.272',4.820,4.855
'0:49.276',4.815,4.855
'0:49.280',4.820,4.865
'0:49.284',4.820,4.855
'0:49.288',4.795,4.850
'0:49.292',4.800,4.855
'0:49.296',4.810,4.855
'0:49.300',4.815,4.850
'0:49.304',4.790,4.830
'0:49.308',4.785,4.840
'0:49.312',4.815,4.865
'0:49.316',4.805,4.850
'0:49.320',4.795,4.835
'0:49.324',4.790,4.835
'0:49.328',4.805,4.855
'0:49.332',4.810,4.855
'0:49.336',4.810,4.855
'0:49.340',4.790,4.840
'0:49.344',4.785,4.860
'0:49.348',4.795,4.855
'0:49.352',4.800,4.845
'0:49.356',4.790,4.840
'0:49.360',4.800,4.855
'0:49.364',4.805,4.855
'0:49.368',4.805,4.855
'0:49.372',4.785,4.840
'0:49.376',4.800,4.860
'0:49.380',4.810,4.875
'0:49.384',4.820,4.860
'0:49.388',4.805,4.850
'0:49.392',4.805,4.870
'0:49.396',4.810,4.870
'0:49.400',4.810,4.865
'0:49.404',4.795,4.855
'0:49.408',4.795,4.865
'0:49.412',4.810,4.870
'0:49.416',4.825,4.860
'0:49.420',4.815,4.855
'0:49.424',4.815,4.855
'0:49.428',4.825,4.865
'0:49.432',4.830,4.860
'0:49.436',4.830,4.855
'0:49.440',4.835,4.855
'0:49.444',4.850,4.875
'0:49.448',4.870,4.870
'0:49.452',4.875,4.870
'0:49.456',4.865,4.870
'0:49.460',4.890,4.885
'0:49.464',4.920,4.895
'0:49.468',4.915,4.890
'0:49.472',4.915,4.890
'0:49.476',4.920,4.895
'0:49.480',4.930,4.905
'0:49.484',4.925,4.895
'0:49.488',4.900,4.900
'0:49.492',4.910,4.920
'0:49.496',4.930,4.940
'0:49.500',4.935,4.940
'0:49.504',4.930,4.905
'0:49.508',4.920,4.895
'0:49.512',4.900,4.910
'0:49.516',4.870,4.900
'0:49.520',4.850,4.885
'0:49.524',4.830,4.885
'0:49.528',4.815,4.895
'0:49.532',4.810,4.875
'0:49.536',4.790,4.875
'0:49.540',4.775,4.875
'0:49.544',4.785,4.890
'0:49.548',4.795,4.890
'0:49.552',4.790,4.875
'0:49.556',4.780,4.875
'0:49.560',4.790,4.880
'0:49.564',4.795,4.880
'0:49.568',4.790,4.870
'0:49.572',4.770,4.865
'0:49.576',4.770,4.880
'0:49.580',4.790,4.880
'0:49.584',4.785,4.870
'0:49.588',4.770,4.860
'0:49.592',4.760,4.860
'0:49.596',4.765,4.875
'0:49.600',4.760,4.870
'0:49.604',4.745,4.805
'0:49.608',4.705,4.790
'0:49.612',4.665,4.770
'0:49.616',4.635,4.770
'0:49.620',4.580,4.855
'0:49.624',4.570,5.000
'0:49.628',4.710,5.105
'0:49.632',4.905,5.205
'0:49.636',5.155,5.330
'0:49.640',5.535,5.460
'0:49.644',5.855,5.415
'0:49.648',5.935,5.065
'0:49.652',5.645,4.780
'0:49.656',5.115,4.755
'0:49.660',4.710,4.810
'0:49.664',4.595,4.825
'0:49.668',4.650,4.825
'0:49.672',4.700,4.825
'0:49.676',4.705,4.835
'0:49.680',4.720,4.840
'0:49.684',4.730,4.835
'0:49.688',4.720,4.825
'0:49.692',4.710,4.845
'0:49.696',4.725,4.855
'0:49.700',4.725,4.850
'0:49.704',4.725,4.830
'0:49.708',4.720,4.835
'0:49.712',4.725,4.855
'0:49.716',4.730,4.840
'0:49.720',4.720,4.830
'0:49.724',4.715,4.840
'0:49.728',4.705,4.860
'0:49.732',4.730,4.845
'0:49.736',4.715,4.840
'0:49.740',4.710,4.830
'0:49.744',4.715,4.845
'0:49.748',4.725,4.850
'0:49.752',4.710,4.850
'0:49.756',4.695,4.835
'0:49.760',4.710,4.840
'0:49.764',4.730,4.850
'0:49.768',4.715,4.840
'0:49.772',4.705,4.835
'0:49.776',4.710,4.840
'0:49.780',4.715,4.850
'0:49.784',4.715,4.840
'0:49.788',4.710,4.830
'0:49.792',4.710,4.845
'0:49.796',4.715,4.840
'0:49.800',4.720,4.835
'0:49.804',4.700,4.830
'0:49.808',4.700,4.825
'0:49.812',4.715,4.840
'0:49.816',4.715,4.835
'0:49.820',4.715,4.820
'0:49.824',4.705,4.810
'0:49.828',4.720,4.830
'0:49.832',4.720,4.810
'0:49.836',4.715,4.800
'0:49.840',4.715,4.780
'0:49.844',4.720,4.800
'0:49.848',4.735,4.780
'0:49.852',4.715,4.765
'0:49.856',4.705,4.760
'0:49.860',4.710,4.755
'0:49.864',4.715,4.750
'0:49.868',4.705,4.730
'0:49.872',4.690,4.725
'0:49.876',4.680,4.735
'0:49.880',4.690,4.740
'0:49.884',4.695,4.730
'0:49.888',4.685,4.720
'0:49.892',4.680,4.745
'0:49.896',4.700,4.760
'0:49.900',4.715,4.760
'0:49.904',4.705,4.770
'0:49.908',4.710,4.785
'0:49.912',4.735,4.800
'0:49.916',4.745,4.810
'0:49.920',4.730,4.810
'0:49.924',4.740,4.830
'0:49.928',4.780,4.865
'0:49.932',4.795,4.870
'0:49.936',4.805,4.865
'0:49.940',4.810,4.880
'0:49.944',4.820,4.895
'0:49.948',4.835,4.900
'0:49.952',4.835,4.905
'0:49.956',4.825,4.890
'0:49.960',4.825,4.905
'0:49.964',4.845,4.920
'0:49.968',4.845,4.900
'0:49.972',4.840,4.895
'0:49.976',4.840,4.905
'0:49.980',4.855,4.910
'0:49.984',4.850,4.910
'0:49.988',4.835,4.900
'0:49.992',4.835,4.905
'0:49.996',4.855,4.915
'0:50.000',4.860,4.910
'0:50.004',4.850,4.900
'0:50.008',4.840,4.910
'0:50.012',4.845,4.925
'0:50.016',4.860,4.910
'0:50.020',4.840,4.900
'0:50.024',4.830,4.895
'0:50.028',4.840,4.910
'0:50.032',4.840,4.905
'0:50.036',4.845,4.890
'0:50.040',4.825,4.880
'0:50.044',4.830,4.890
'0:50.048',4.830,4.885
'0:50.052',4.835,4.885
'0:50.056',4.815,4.880
'0:50.060',4.830,4.890
'0:50.064',4.835,4.885
'0:50.068',4.825,4.880
'0:50.072',4.820,4.875
'0:50.076',4.820,4.885
'0:50.080',4.820,4.885
'0:50.084',4.825,4.875
'0:50.088',4.815,4.870
'0:50.092',4.805,4.880
'0:50.096',4.825,4.900
'0:50.100',4.820,4.890
'0:50.104',4.815,4.880
'0:50.108',4.815,4.880
'0:50.112',4.830,4.895
'0:50.116',4.830,4.885
'0:50.120',4.810,4.870
'0:50.124',4.805,4.875
'0:50.128',4.805,4.885
'0:50.132',4.810,4.885
'0:50.136',4.805,4.880
'0:50.140',4.800,4.875
'0:50.144',4.810,4.885
'0:50.148',4.815,4.890
'0:50.152',4.815,4.880
'0:50.156',4.810,4.885
'0:50.160',4.815,4.885
'0:50.164',4.835,4.890
'0:50.168',4.825,4.880
'0:50.172',4.815,4.875
'0:50.176',4.805,4.895
'0:50.180',4.810,4.895
'0:50.184',4.825,4.885
'0:50.188',4.815,4.875
'0:50.192',4.810,4.890
'0:50.196',4.825,4.895
'0:50.200',4.835,4.895
'0:50.204',4.835,4.880
'0:50.208',4.850,4.885
'0:50.212',4.870,4.885
'0:50.216',4.885,4.890
'0:50.220',4.895,4.885
'0:50.224',4.890,4.890
'0:50.228',4.895,4.905
'0:50.232',4.920,4.910
'0:50.236',4.925,4.905
'0:50.240',4.925,4.910
'0:50.244',4.935,4.930
'0:50.248',4.950,4.920
'0:50.252',4.940,4.920
'0:50.256',4.915,4.920
'0:50.260',4.920,4.955
'0:50.264',4.940,4.965
'0:50.268',4.940,4.965
'0:50.272',4.945,4.940
'0:50.276',4.970,4.935
'0:50.280',4.950,4.935
'0:50.284',4.900,4.925
'0:50.288',4.860,4.920
'0:50.292',4.850,4.915
'0:50.296',4.840,4.920
'0:50.300',4.845,4.920
'0:50.304',4.805,4.905
'0:50.308',4.800,4.900
'0:50.312',4.820,4.930
'0:50.316',4.820,4.910
'0:50.320',4.820,4.900
'0:50.324',4.800,4.905
'0:50.328',4.800,4.920
'0:50.332',4.810,4.915
'0:50.336',4.790,4.900
'0:50.340',4.790,4.895
'0:50.344',4.795,4.910
'0:50.348',4.790,4.905
'0:50.352',4.790,4.895
'0:50.356',4.770,4.895
'0:50.360',4.780,4.905
'0:50.364',4.795,4.890
'0:50.368',4.785,4.865
'0:50.372',4.750,4.840
'0:50.376',4.715,4.810
'0:50.380',4.675,4.790
'0:50.384',4.655,4.825
'0:50.388',4.590,4.940
'0:50.392',4.625,5.095
'0:50.396',4.805,5.215
'0:50.400',4.860,5.255
'0:50.404',5.365,5.480
'0:50.408',5.755,5.510
'0:50.412',5.955,5.260
'0:50.416',5.795,4.900
'0:50.420',5.280,4.800
'0:50.424',4.770,4.840
'0:50.428',4.600,4.870
'0:50.432',4.675,4.875
'0:50.436',4.730,4.860
'0:50.440',4.725,4.850
'0:50.444',4.735,4.870
'0:50.448',4.750,4.870
'0:50.452',4.745,4.860
'0:50.456',4.735,4.850
'0:50.460',4.735,4.865
'0:50.464',4.760,4.865
'0:50.468',4.750,4.855
'0:50.472',4.730,4.850
'0:50.476',4.730,4.855
'0:50.480',4.740,4.870
'0:50.484',4.745,4.860
'0:50.488',4.730,4.850
'0:50.492',4.740,4.860
'0:50.496',4.750,4.870
'0:50.500',4.755,4.865
'0:50.504',4.735,4.860
'0:50.508',4.730,4.855
'0:50.512',4.735,4.875
'0:50.516',4.745,4.860
'0:50.520',4.745,4.840
'0:50.524',4.740,4.855
'0:50.528',4.745,4.870
'0:50.532',4.760,4.860
'0:50.536',4.760,4.850
'0:50.540',4.745,4.840
'0:50.544',4.745,4.855
'0:50.548',4.745,4.870
'0:50.552',4.740,4.850
'0:50.556',4.735,4.840
'0:50.560',4.740,4.860
'0:50.564',4.755,4.865
'0:50.568',4.750,4.860
'0:50.572',4.745,4.850
'0:50.576',4.750,4.850
'0:50.580',4.755,4.845
'0:50.584',4.760,4.845
'0:50.588',4.755,4.830
'0:50.592',4.755,4.845
'0:50.596',4.760,4.830
'0:50.600',4.765,4.830
'0:50.604',4.770,4.805
'0:50.608',4.755,4.795
'0:50.612',4.770,4.815
'0:50.616',4.755,4.800
'0:50.620',4.740,4.775
'0:50.624',4.750,4.770
'0:50.628',4.750,4.800
'0:50.632',4.760,4.780
'0:50.636',4.760,4.775
'0:50.640',4.740,4.770
'0:50.644',4.760,4.775
'0:50.648',4.770,4.770
'0:50.652',4.765,4.760
'0:50.656',4.745,4.755
'0:50.660',4.745,4.765
'0:50.664',4.775,4.770
'0:50.668',4.770,4.770
'0:50.672',4.760,4.770
'0:50.676',4.755,4.785
'0:50.680',4.770,4.805
'0:50.684',4.780,4.820
'0:50.688',4.785,4.830
'0:50.692',4.790,4.855
'0:50.696',4.820,4.875
'0:50.700',4.835,4.865
'0:50.704',4.835,4.880
'0:50.708',4.840,4.890
'0:50.712',4.860,4.910
'0:50.716',4.875,4.915
'0:50.720',4.880,4.895
'0:50.724',4.870,4.910
'0:50.728',4.885,4.920
'0:50.732',4.890,4.925
'0:50.736',4.880,4.910
'0:50.740',4.880,4.905
'0:50.744',4.885,4.920
'0:50.748',4.895,4.915
'0:50.752',4.880,4.920
'0:50.756',4.865,4.910
'0:50.760',4.865,4.915
'0:50.764',4.875,4.925
'0:50.768',4.875,4.910
'0:50.772',4.860,4.905
'0:50.776',4.865,4.915
'0:50.780',4.875,4.920
'0:50.784',4.875,4.910
'0:50.788',4.865,4.905
'0:50.792',4.865,4.915
'0:50.796',4.875,4.915
'0:50.800',4.880,4.905
'0:50.804',4.865,4.900
'0:50.808',4.860,4.900
'0:50.812',4.860,4.920
'0:50.816',4.870,4.905
'0:50.820',4.865,4.890
'0:50.824',4.850,4.895
'0:50.828',4.850,4.895
'0:50.832',4.860,4.895
'0:50.836',4.840,4.885
'0:50.840',4.825,4.880
'0:50.844',4.840,4.895
'0:50.848',4.845,4.900
'0:50.852',4.840,4.885
'0:50.856',4.825,4.880
'0:50.860',4.835,4.880
'0:50.864',4.850,4.895
'0:50.868',4.840,4.885
'0:50.872',4.830,4.875
'0:50.876',4.835,4.885
'0:50.880',4.845,4.890
'0:50.884',4.835,4.890
'0:50.888',4.835,4.885
'0:50.892',4.835,4.895
'0:50.896',4.840,4.905
'0:50.900',4.835,4.905
'0:50.904',4.830,4.885
'0:50.908',4.820,4.885
'0:50.912',4.830,4.910
'0:50.916',4.840,4.900
'0:50.920',4.820,4.895
'0:50.924',4.830,4.885
'0:50.928',4.840,4.915
'0:50.932',4.850,4.900
'0:50.936',4.855,4.900
'0:50.940',4.840,4.895
'0:50.944',4.840,4.905
'0:50.948',4.855,4.920
'0:50.952',4.850,4.910
'0:50.956',4.835,4.910
'0:50.960',4.840,4.910
'0:50.964',4.865,4.915
'0:50.968',4.860,4.905
'0:50.972',4.870,4.900
'0:50.976',4.875,4.915
'0:50.980',4.885,4.920
'0:50.984',4.900,4.915
'0:50.988',4.890,4.900
'0:50.992',4.885,4.905
'0:50.996',4.910,4.925
'0:51.000',4.915,4.920
'0:51.004',4.920,4.910
'0:51.008',4.915,4.920
'0:51.012',4.940,4.945
'0:51.016',4.960,4.945
'0:51.020',4.960,4.930
'0:51.024',4.960,4.935
'0:51.028',4.965,4.965
'0:51.032',4.965,4.955
'0:51.036',4.955,4.950
'0:51.040',4.950,4.965
'0:51.044',4.960,4.985
'0:51.048',4.980,4.985
'0:51.052',4.975,4.960
'0:51.056',4.965,4.945
'0:51.060',4.925,4.940
'0:51.064',4.905,4.950
